13;2;5;317285809
13;3;5;982283963
13;4;5;889219436
13;5;5;615100945
13;6;5;410702044
13;7;5;288526893
13;8;5;221304631
13;9;5;161132485
14;2;5;501704600
14;3;5;1789278816
14;4;5;1632127794
14;5;5;1040592652
14;6;5;780214735
14;7;5;557377019
14;8;5;380840506
14;9;5;272076931
15;2;5;787023660
15;3;5;3020999957
15;4;5;2821105894
15;5;5;1996773438
15;6;5;1342943954
15;7;5;964174330
15;8;5;640682197
15;9;5;477833241
